App,TestFileName,ProductionFileName,LOC,numberMethods,Assertion Roulette,Eager Test,Mystery Guest,Sleepy Test,Unknown Test,Redundant Assertion,Dependent Test,Magic Number Test,Conditional Test Logic,EmptyTest,General Fixture,IgnoredTest,Sensitive Equality,Verbose Test,Default Test,Resource Optimism,Duplicate Assert,Exception Catching Throwing,Constructor Initialization,Print Statement,Lazy Test
mybatis-3,ExternalResourcesTest,/home/luana-martins/.jnose_projects/mybatis-3/src/main/java/org/apache/ibatis/io/ExternalResources.java,101,10,3,0,0,0,1,0,0,0,0,0,3,4,0,0,0,2,0,4,0,0,1
mybatis-3,ClassLoaderWrapperTest,/home/luana-martins/.jnose_projects/mybatis-3/src/main/java/org/apache/ibatis/io/ClassLoaderWrapper.java,85,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
mybatis-3,ResolverUtilTest,/home/luana-martins/.jnose_projects/mybatis-3/src/main/java/org/apache/ibatis/io/ResolverUtil.java,151,15,18,8,0,0,0,0,0,8,0,0,1,1,2,0,0,0,0,0,0,0,10
mybatis-3,ManagedTransactionFactoryTest,/home/luana-martins/.jnose_projects/mybatis-3/src/main/java/org/apache/ibatis/transaction/managed/ManagedTransactionFactory.java,66,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
mybatis-3,FifoCacheTest,/home/luana-martins/.jnose_projects/mybatis-3/src/main/java/org/apache/ibatis/cache/decorators/FifoCache.java,61,3,9,3,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,3
mybatis-3,PerpetualCacheTest,/home/luana-martins/.jnose_projects/mybatis-3/src/main/java/org/apache/ibatis/cache/impl/PerpetualCache.java,78,5,9,5,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,3
mybatis-3,WeakCacheTest,/home/luana-martins/.jnose_projects/mybatis-3/src/main/java/org/apache/ibatis/cache/decorators/WeakCache.java,80,4,8,4,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,3
mybatis-3,SoftCacheTest,/home/luana-martins/.jnose_projects/mybatis-3/src/main/java/org/apache/ibatis/cache/decorators/SoftCache.java,77,4,8,4,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,3
mybatis-3,SerializedCacheTest,/home/luana-martins/.jnose_projects/mybatis-3/src/main/java/org/apache/ibatis/cache/decorators/SerializedCache.java,100,5,2,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9
mybatis-3,ScheduledCacheTest,/home/luana-martins/.jnose_projects/mybatis-3/src/main/java/org/apache/ibatis/cache/decorators/ScheduledCache.java,69,3,8,3,0,1,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,4
